Lot No.,Vendor,Item Description,Reserve
5469,6398740774518784,Tuahnif,$831.69
5470,3.45375E+15,Ecadmag,"$2,757.00"
5471,4008452552654848,Paborri,"$2,196.46"
5472,3782430964056064,Golnejo,"$1,806.11"
5473,1125197279133696,Ucjarig,"$4,134.74"
5474,3.08703E+15,Wuoralo,"$4,519.82"
5475,5528023709253632,Upgiwut,"$1,050.40"
5476,6708917354627072,Enrawbo,"$3,500.82"
5477,5.19139E+15,Nepifeg,"$7,746.20"
5478,1722387412287488,Nowihga,$912.46
5479,966374161645568,Vegogwom,$199.17
5480,6880205224280064,Vefruvzon,$498.07
5481,8328221089071104,Mojufo,"$3,891.50"
5482,3319480824365056,Pasdigfaf,"$2,043.31"
5483,957945242189824,Wejkupur,"$2,425.08"
5484,2742090068918272,Sedmejuf,$630.57
5485,4601379150626816,Temabcuw,"$3,287.82"
5486,3014797608091648,Wewvaduh,"$6,223.62"
5487,2473830345867264,Emirepiv,"$5,885.79"
5488,639770688487424,Zuvobsa,"$8,906.30"
5489,3759055837331456,Wagziro,"$1,629.66"
5490,5362888734670848,Tasgobob,"$4,533.47"
5491,5.78551E+15,Sizorif,$238.28
5492,3603654479183872,Udoraje,$897.04
5493,7766063211085824,Nuvjukdiz,"$8,215.96"
5494,6988005694767104,Ijkujvow,"$8,108.15"
5495,7.28409E+15,Johjiwak,$21.60
5496,6.43888E+15,Mimfaac,"$8,641.31"
5497,7.33897E+15,Nahfafer,"$5,330.46"
5498,7739165898702848,Vofcehmo,"$8,955.04"
5499,1393940137771008,Zohejam,"$4,626.75"
5500,4786302639669248,Zohiwabez,"$5,753.30"
5501,1305243155431424,Kismojkos,"$3,301.16"
5502,3864074119020544,Dumoda,"$7,674.13"
5503,8696051879903232,Kioclu,"$4,992.85"
5504,2471215918743552,Wemidolu,"$6,272.46"
5505,3396978058723328,Mostocnu,"$9,496.12"
5506,8.96864E+15,Feucvas,"$2,861.34"
5507,713786516307968,Rarrunnej,"$5,957.67"
5508,483156241154048,Hisikken,"$5,446.78"
5509,6006964102365184,Cofmanjaw,"$8,214.22"
5510,3226203729166336,Devteri,"$8,563.99"
5511,7017844256538624,Mavokbu,"$3,311.92"
5512,247977476096000,Wujobvig,"$4,571.61"
5513,974241121959936,Ezhimwud,"$6,661.02"
5514,707003299135488,Bunaloc,"$1,404.02"
5515,3637795446849536,Patugnuh,"$9,305.92"
5516,2442050234482688,Kescimheb,"$7,230.48"
5517,2.02199E+15,Rawazain,"$9,902.17"
5518,8962219729485824,Jobbugje,"$3,282.10"
5519,4872510577311744,Vohatho,"$5,251.57"
5520,2846495124488192,Ivcemu,"$4,065.30"
5521,6.15808E+15,Jewucosi,"$1,332.37"
5522,1.43739E+15,Fajamdaj,"$6,874.30"
5523,5726556062220288,Hurhofo,"$3,680.81"
5524,7927753420570624,Naowle,"$8,604.96"
5525,4194099324256256,Wutalez,"$5,024.71"
5526,6344358743769088,Jibbongiv,"$6,075.34"
5527,1032768964263936,Walopim,"$1,241.64"
5528,7524696926978048,Wocooh,"$3,843.48"
5529,4306920858976256,Mosvehemi,$718.07
5530,1406000072491008,Cewoba,"$2,257.80"
5531,1783127045308416,Fakimu,"$9,920.98"
5532,5212611383656448,Zamidbih,"$7,673.30"
5533,4.03136E+15,Ijtabka,"$9,103.43"
5534,2980009125871616,Ugimuzwen,"$6,665.00"
5535,2752846560755712,Acmiuju,"$8,859.70"
5536,6206445190119424,Jaralufiz,"$5,769.52"
5537,7473116695494656,Misbasu,"$8,522.14"
5538,5126093845561344,Olakecud,"$7,156.77"
5539,5197459670171648,Kiuzpel,"$8,095.05"
5540,8805128284930048,Debaso,"$3,747.08"
5541,4830307851173888,Lewsopsi,"$7,030.70"
5542,7386212421599232,Rucecha,"$4,339.86"
5543,3679039166349312,Gictukfuk,$303.50
5544,2240298105176064,Vowfalif,"$5,272.25"
5545,8222098549899264,Hihevuwad,$468.58
5546,6441602482438144,Kowkuhe,"$7,603.87"
5547,4110696209973248,Houwovo,"$8,127.78"
5548,3.7838E+15,Navimus,"$8,605.82"
5549,2.69966E+15,Utairwaw,"$2,067.68"
5550,3304536252874752,Tebfeboje,"$7,450.06"
5551,5784332278956032,Sabibfu,"$8,367.99"
5552,7727756569739264,Siasuiti,"$5,762.02"
5553,7648112076128256,Onodaphis,"$7,021.74"
5554,3736364336021504,Roztube,"$1,647.37"
5555,1953672265203712,Wuwehwof,"$5,180.20"
5556,2869961731080192,Geecuef,"$2,274.22"
5557,6536943175204864,Olotuvel,"$9,845.22"
5558,3687839371886592,Adlugdol,"$3,215.64"
5559,6640655157690368,Putuvo,"$6,197.28"
5560,3299474315149312,Hiwsivewu,"$3,406.68"
5561,3435126759358464,Wevugjif,"$2,482.25"
5562,928434268143616,Kesjuvna,"$1,956.45"
5563,7.63465E+15,Doajco,"$7,644.62"
5564,3038921363554304,Gigpugce,"$2,998.31"
5565,3616592661315584,Kawsodle,"$2,814.50"
5566,3850642172936192,Zunalo,$640.71
5567,1288037996691456,Kuzirsa,$226.98
5568,4758196690354176,Loduckod,"$1,673.18"
5569,5017704111013888,Orharugo,"$4,533.43"
5570,811723435016192,Ezbemun,"$3,202.14"
5571,8650614777053184,Nihooz,"$7,138.04"
5572,6469231956721664,Lotiebi,"$5,356.26"
5573,2279735335845888,Panrinba,"$7,705.57"
5574,6941286300909568,Sirulhos,"$1,225.62"
5575,4243716097179648,Jezmebsu,"$3,300.30"
5576,1348730022264832,Luvufij,"$3,934.97"
5577,4011197311483904,Mipaza,"$8,378.08"
5578,3811934254137344,Judpepor,"$5,328.06"
5579,4.08355E+15,Fapjupke,"$9,986.30"
5580,8182765027590144,Sordeas,"$2,024.66"
5581,1840340199800832,Pikjuwu,"$1,713.90"
5582,5737058681225216,Wocawlu,$173.78
5583,3774371650863104,Ozizojiga,"$8,428.75"
5584,160902840057856,Tickeoma,$314.98
5585,8280927553716224,Nabucu,"$8,851.89"
5586,5476201437069312,Neluforej,"$8,008.83"
5587,6231262773641216,Padoledop,"$4,198.29"
5588,3.64225E+15,Ruhconken,"$5,050.26"
5589,6.65872E+15,Pearuocu,"$8,212.62"
5590,6.95587E+15,Lahaaz,"$4,968.85"
5591,5439823718383616,Tucmaofo,"$3,647.32"
5592,5929100245991424,Kezofa,"$6,196.45"
5593,3492210437783552,Pusome,"$2,121.58"
5594,7389187028287488,Zozafate,"$9,657.68"
5595,5203030198714368,Obilorif,"$5,566.34"
5596,2732253673160704,Usmuhi,$899.85
5597,6653972154679296,Joluiv,"$6,466.20"
5598,214206999691264,Otonulaf,"$1,865.13"
5599,6877095766523904,Ruzujo,"$9,049.58"
5600,8963618785722368,Ruvsanac,"$3,927.33"
5601,269014987177984,Ziuntow,"$8,189.86"
5602,1572931249373184,Fazuzlov,"$2,293.13"
5603,5208026858389504,Pawdevi,"$4,058.24"
5604,3.59318E+15,Cazvado,"$9,322.47"
5605,2762576708501504,Fimdous,"$5,528.97"
5606,7013421188907008,Riwaso,"$9,491.12"
5607,1894542827585536,Lujizi,"$9,455.75"
5608,8929719965712384,Ludewuso,"$1,805.61"
5609,5511360173572096,Riszosu,"$6,579.89"
5610,7742955699830784,Uhoavbo,"$3,606.02"
5611,245830462210048,Micugo,"$7,919.36"
5612,1.96923E+15,Curile,"$5,065.15"
5613,1763505543839744,Akirozvi,$940.71
5614,766690673557504,Pepiram,$57.62
5615,8261873751293952,Ejawuvec,"$5,823.88"
5616,4.4272E+15,Ifiloju,"$7,130.63"
5617,3060032683900928,Vezlisos,"$5,409.18"
5618,6398023504494592,Narsuowi,"$3,216.28"
5619,2447199113838592,Metsobra,$679.48
5620,2279127983849472,Hiisuce,"$6,005.99"
5621,3761317265539072,Rihzatwuc,"$8,430.93"
5622,3.99587E+15,Jifepbed,"$9,695.64"
5623,8143792590815232,Mesudha,"$1,605.65"
5624,4048598937370624,Fewbukge,"$9,621.50"
5625,6058607290351616,Hojnegik,"$7,812.56"
5626,5.05292E+15,Mibodto,"$4,907.86"
5627,3219496114323456,Ezcadven,"$3,367.67"
5628,8997265737777152,Ungonevo,"$1,910.61"
5629,871905657618432,Ejmuwcoc,"$5,853.35"
5630,2983792595697664,Wovvifvod,$588.73
5631,6200116142669824,Uwpicem,"$9,319.29"
5632,7147197013426176,Keugioj,"$5,879.77"
5633,3326523931099136,Hundihwu,"$8,127.83"
5634,5119784857370624,Dedono,$141.74
5635,8721166816509952,Azamho,"$6,872.25"
5636,4593183623217152,Sijzibife,"$1,526.44"
5637,7749930300997632,Ovimujen,"$9,165.68"
5638,5938168018763776,Eziwivak,"$8,940.81"
5639,3910804982202368,Deriheera,"$8,429.46"
5640,7.76735E+15,Rouluwu,"$1,270.46"
5641,1962913145290752,Hotirfa,"$5,609.14"
5642,87607318937600,Papjavle,"$7,342.18"
5643,4474781426515968,Dezolwup,"$3,280.71"
5644,4588913062576128,Liwdesho,"$1,455.14"
5645,8149194856464384,Cesozud,"$4,611.48"
5646,6.26949E+15,Isirolge,"$3,327.97"
5647,4915733970550784,Irsiawi,"$9,916.06"
5648,6.05093E+15,Votvonvoz,"$4,229.49"
5649,1376953078644736,Hibniner,"$4,728.52"
5650,7283692091211776,Ifwoema,"$8,667.60"
5651,8477391942844416,Japdumav,"$4,461.60"
5652,7.57574E+15,Mifuvseb,"$2,376.99"
5653,127945188311040,Ifvutab,"$1,847.49"
5654,6939226906034176,Tejkaraga,"$7,276.04"
5655,5.57977E+15,Momejawig,$489.14
5656,1793983688736768,Odhirto,$595.67
5657,8.42701E+15,Jikluzi,"$2,186.13"
5658,287486861377536,Luuvezor,"$8,919.90"
5659,4625209537593344,Kildiho,"$6,732.83"
5660,794597278089216,Mahpeuli,"$2,953.02"
5661,3195368040824832,Jusrendu,"$2,785.11"
5662,7116939587485696,Kaloco,"$5,330.89"
5663,3.76122E+15,Vushotog,"$8,391.40"
5664,513583559475200,Seblowda,"$4,710.98"
5665,7127083952111616,Fawajfof,$867.57
5666,691155933069312,Fucpucuz,"$5,835.25"
5667,252853964767232,Lowijeso,"$5,262.86"
5668,5725775684698112,Irdagaw,"$1,596.31"
5669,6.7345E+15,Lenwevpo,"$6,999.37"
5670,8060595112771584,Gekeoc,"$8,152.33"
5671,2425149443801088,Wunzuvol,"$1,755.26"
5672,5035315085443072,Jisguwitu,"$4,354.67"
5673,6162927476277248,Ufmissur,$298.58
5674,7412789085732864,Pasuccew,"$5,985.11"
5675,2539773044457472,Kezevowun,"$7,916.85"
5676,3415060412104704,Corlufwo,"$2,062.05"
5677,3801715251871744,Naazusot,"$9,261.08"
5678,4951389778214912,Bejkipwo,"$3,458.23"
5679,3905569006026752,Kefnedic,"$3,583.43"
5680,8895966379769856,Elmoma,"$6,012.05"
5681,4415739823915008,Omuibefok,"$3,915.83"
5682,1.12148E+15,Tucofo,"$6,766.28"
5683,2560355171565568,Bamobih,"$7,296.17"
5684,1362731955388416,Saltivpe,"$3,747.81"
5685,3897999293939712,Wubmupfo,"$2,692.61"
5686,495017449750528,Farmitdog,"$4,464.29"
5687,4976297579118592,Fujegoj,"$1,529.95"
5688,4.05511E+15,Poburzol,"$7,958.41"
5689,5344440044486656,Wejamob,"$9,182.13"
5690,8230336341213184,Fihkiwu,"$1,681.85"
5691,2190254868004864,Admune,"$9,684.02"
5692,6012986864959488,Gidamco,"$9,355.38"
5693,18311400128512,Gargazak,"$5,877.76"
5694,2836194314420224,Tiwakek,$613.54
5695,1936330764320768,Vocubopiv,"$8,843.21"
5696,3845702576766976,Ipebuduf,"$4,132.61"
5697,2946458969964544,Lomoaru,"$5,370.86"
5698,8027006407016448,Ivniroga,"$2,073.57"
5699,4152077198557184,Evopohe,"$8,038.12"
5700,2115284729069568,Sihdiij,"$7,234.80"
5701,3910121849618432,Deocaiti,"$2,382.98"
5702,3113589621653504,Koiwmo,"$3,417.95"
5703,7059550186242048,Deudko,"$2,746.71"
5704,3293297135058944,Efiveeg,"$2,763.48"
5705,6308773897437184,Vihhibo,"$4,032.16"
5706,6174774619275264,Bivitu,"$3,920.48"
5707,7872624703045632,Fokudil,"$9,012.78"
5708,1.12124E+15,Biwugkut,"$9,847.63"
5709,7775501542227968,Juzalusi,"$9,658.15"
5710,1220332752994304,Akadarbiv,"$7,612.58"
5711,987839279923200,Efvoasu,"$7,137.15"
5712,4.20695E+15,Awjakowi,"$2,808.79"
5713,1783067087732736,Iturognac,"$6,742.57"
5714,5921756527198208,Vemfevor,"$5,539.65"
5715,701302271115264,Mukhuda,"$9,293.19"
5716,4097225529491456,Jaijuwa,"$4,650.19"
5717,3161736156807168,Sickoet,"$9,081.76"
5718,8182200262459392,Ekbiile,"$1,913.40"
5719,2935753061433344,Lotodpeh,"$4,346.39"
5720,4476203813568512,Rusehuk,"$4,080.31"
5721,870298081558528,Lotaipi,"$5,208.11"
5722,4559594395271168,Zunovpac,$77.55
5723,4510987088560128,Jilwulfip,"$9,729.96"
5724,5814280328839168,Iswagni,"$4,349.19"
5725,7968402266128384,Vofezowib,"$1,107.31"
5726,1.17562E+15,Ugkeloti,"$5,750.49"
5727,6968743649345536,Kuiheem,"$4,753.48"
5728,7245949984309248,Lepgigru,"$6,555.33"
5729,110722279276544,Lekwenod,"$5,481.61"
5730,2059074296348672,Sumgozis,"$8,004.19"
5731,4778067991986176,Zudajeg,"$2,109.90"
5732,8204389841895424,Otacajraf,"$3,750.25"
5733,4019488521453568,Lihvupi,"$9,225.63"
5734,4286275278340096,Vujnolbe,"$9,419.06"
5735,8664847919087616,Behuva,"$4,956.20"
5736,3208111730982912,Okuhaatu,"$1,981.46"
5737,3.73214E+15,Ferujtu,"$3,733.05"
5738,7045031550517248,Titvefcos,"$9,334.37"
5739,9001907481739264,Ejubobap,"$2,335.70"
5740,1168478098685952,Hitothak,"$6,419.96"
5741,4805600124862464,Aznibwe,"$7,534.44"
5742,4665566239391744,Googele,"$4,718.36"
5743,5561889874509824,Zaztohgu,"$7,383.23"
5744,4.62989E+15,Koteoba,"$4,610.71"
5745,1063632653778944,Ufamuwed,"$8,996.15"
5746,5090784766328832,Jewefda,"$3,176.66"
5747,4.57977E+15,Akukecvag,"$9,999.25"
5748,3114164922875904,Alaodwu,"$2,425.86"
5749,4429682722209792,Ikfefsej,"$4,196.00"
5750,8779232683491328,Tovoguv,"$4,497.30"
5751,3202423594156032,Cokidtal,"$5,182.12"
5752,4491561001811968,Lolsipob,"$9,622.31"
5753,90888229355520,Morehusun,"$1,396.68"
5754,694261261533184,Nozoda,"$8,157.72"
5755,7.12682E+15,Zojdaula,"$6,516.52"
5756,4559643739160576,Irkemoha,"$2,247.72"
5757,5905041563058176,Goszeaze,"$8,278.04"
5758,4679797431074816,Janekze,"$3,494.71"
5759,4501366013689856,Huwlise,"$2,368.07"
5760,8695125966323712,Binhunoj,"$5,819.87"
5761,4.31254E+15,Jewuem,"$7,772.47"
5762,957444702339072,Liosli,"$2,546.40"
5763,531093467955200,Faibju,"$1,357.23"
5764,7284255281381376,Ecfiwu,"$1,049.58"
5765,2.55803E+15,Vikmofdec,"$5,392.71"
5766,6226330882408448,Jororab,$697.16
5767,1029381130551296,Elirofuf,"$6,726.50"
5768,1.83943E+15,Sehbapbe,"$1,581.01"
5769,3306104614289408,Icuusemed,$461.29
5770,6396995665133568,Bennacav,"$1,942.98"
5771,6172976814751744,Ugofofki,"$1,654.35"
5772,5.78113E+15,Apicuvama,"$3,340.00"
5773,5682652791177216,Vejfikta,"$7,344.95"
5774,1591053352173568,Miconde,"$8,586.92"
5775,8035247260172288,Ajosuraj,"$9,165.37"
5776,8683393749352448,Wihbidep,"$8,990.63"
5777,1071648398639104,Ohijorof,$257.53
5778,229429204746240,Namfomile,"$8,628.39"
5779,1060529141448704,Tajvonav,"$6,798.91"
5780,4275142574211072,Gizsizi,$299.35
5781,731339340906496,Zeajocu,$118.06
5782,8379266133655552,Zermeros,"$3,244.65"
5783,4792210509791232,Beopieha,"$2,358.85"
5784,8192577413054464,Inuetpo,"$4,813.13"
5785,8138783432114176,Kakaljo,"$8,121.22"
5786,3005371710963712,Damuva,"$2,848.04"
5787,2976599458709504,Pocjufog,$535.73
5788,8155098295304192,Veghiohu,"$6,964.44"
5789,3.32911E+15,Farije,"$8,496.16"
5790,3254945685962752,Salasmu,"$3,411.24"
5791,4631897978175488,Weasuig,$173.90
5792,6246469333942272,Ukotumta,"$1,355.99"
5793,1567922185043968,Utzike,"$5,870.69"
5794,2372100249616384,Patlenha,"$7,438.23"
5795,7786193798299648,Domdizi,"$3,180.25"
5796,6471744678264832,Cosgogir,"$1,604.33"
5797,3118294152249344,Luweknoh,"$4,104.30"
5798,4.7575E+15,Vabijeru,"$8,451.06"
5799,2123908222287872,Sugkibid,"$4,945.65"
5800,5061742908407808,Dajhozak,"$4,082.31"
5801,2.03923E+15,Kenwolzid,"$8,208.00"
5802,5341234491031552,Guwacomo,"$1,041.71"
5803,6009572185604096,Ritsivi,"$9,176.52"
5804,4233245380050944,Buwhatuj,"$8,146.52"
5805,741087394136064,Venlaffe,"$6,202.31"
5806,1.92859E+15,Vazeleopa,"$5,517.78"
5807,4041505656274944,Zipzigo,$37.78
5808,3.26937E+15,Vookjot,"$5,854.78"
5809,6.1657E+15,Uhapaja,"$3,958.10"
5810,8945200202252288,Ciogateh,"$5,513.28"
5811,907989697429504,Wukekri,"$6,676.40"
5812,1618917053169664,Zabmacu,"$9,903.77"
5813,4032239935422464,Teiwhub,"$5,802.38"
5814,696779894947840,Tanmuzu,"$9,009.32"
5815,2.13831E+15,Zovjaju,"$5,526.53"
5816,6120498064785408,Pivasge,"$3,227.94"
5817,3268493094944768,Folokluw,"$2,427.44"
5818,5653682588745728,Heradzu,"$6,824.11"
5819,5468229744984064,Ketowzus,$449.11
5820,410477200932864,Izbesgi,"$7,595.20"
5821,4.71671E+15,Dueduako,"$6,817.16"
5822,8160987681128448,Jupidrar,"$2,832.15"
5823,6201514773184512,Hulububi,"$2,945.59"
5824,1711022651998208,Latook,"$1,603.63"
5825,1.62054E+15,Tozucavit,"$7,743.66"
5826,3688627672449024,Tecipme,"$2,376.18"
5827,4.6354E+15,Zuocleg,"$1,984.56"
5828,2913220536827904,Sipimzuc,$176.09
5829,1933485312835584,Fujjufju,$543.87
5830,7895904740704256,Kaubake,"$8,005.27"
5831,941454297923584,Uchizsak,"$6,805.94"
5832,8.55419E+15,Lilutica,"$7,811.95"
5833,1994129122787328,Cogefgu,"$9,998.08"
5834,2370832703684608,Hosecuzi,"$3,728.93"
5835,3.1464E+15,Pemkuvre,"$2,333.58"
5836,7484176672489472,Wocobef,$933.75
5837,6104099514744832,Wefhipsu,"$6,653.95"
5838,2200734873419776,Wirifib,"$5,314.17"
5839,8.29514E+15,Nibofu,"$8,875.08"
5840,8628373897084928,Ojkiinu,"$7,802.55"
5841,8985627987017728,Kicjusba,"$3,133.50"
5842,8648504406704128,Zogimmur,"$1,884.14"
5843,3.07539E+15,Bocado,$860.39
5844,658406545293312,Tetirtu,"$2,664.76"
5845,8721650677710848,Gopuza,"$4,866.38"
5846,4725566156570624,Kanjahwe,"$5,965.57"
5847,814462766415872,Ribcagi,"$8,206.66"
5848,4442004522008576,Pagcaduf,"$8,327.99"
5849,2.33119E+15,Azhulve,"$3,438.81"
5850,2708832237125632,Wevoggu,"$1,774.30"
5851,8422431681150976,Gigico,"$6,394.53"
5852,1514742736748544,Hinocruc,"$7,933.59"
5853,2.26355E+15,Tuczelu,"$1,570.69"
5854,8294175596347392,Uvilame,"$1,572.97"
5855,5052971417075712,Rojcubjo,"$3,282.30"
5856,452803900211200,Zulufla,"$8,306.52"
5857,8561102549942272,Lunogud,"$6,917.80"
5858,4850183252738048,Ojaikasu,"$9,554.73"
5859,3.58154E+15,Wapnoipe,"$8,987.45"
5860,1389443005022208,Jukiwewin,"$3,141.15"
5861,439179565596672,Hunubora,"$2,815.92"
5862,4694400972095488,Olugezda,"$8,913.14"
5863,3339169118027776,Rifmonavi,"$7,092.28"
5864,2.10387E+15,Ugihehke,"$3,467.00"
5865,313980404891648,Ohuojonu,"$7,029.02"
5866,5.58041E+15,Ozanbet,"$6,210.27"
5867,7129364030291968,Jiredol,"$6,777.13"
5868,6778586222559232,Bukavsuc,"$7,566.13"
5869,3.26315E+15,Fuvpidgaf,"$2,282.28"
5870,3712728877236224,Fotewrit,"$8,870.82"
5871,5.83982E+15,Vetulucu,"$8,561.89"
5872,8428433260412928,Zarenbaf,"$7,646.11"
5873,1145535687819264,Vapidodol,"$5,031.38"
5874,2416794012745728,Nofoltek,"$2,426.69"
5875,4910084159176704,Womrajze,"$3,069.54"
5876,6160326556909568,Kegofez,"$9,109.88"
5877,8592344368545792,Zamuluaco,"$4,343.25"
5878,5189990797541376,Puzvezu,"$1,533.00"
5879,453517005291520,Korkides,"$2,906.92"
5880,2195900791259136,Midrapi,"$8,628.31"
5881,1605619704397824,Ujizutu,"$4,904.08"
5882,425046002630656,Feiwapu,"$7,859.84"
5883,6.70267E+15,Tirofkoc,"$2,277.90"
5884,2687382283354112,Suzgawge,"$4,195.33"
5885,370597846581248,Mojamto,"$2,763.14"
5886,3701110260891648,Luukifef,$147.62
5887,6290388939702272,Gejgojbuj,"$7,613.60"
5888,8252927135186944,Iwecaze,"$1,570.38"
5889,5539635411288064,Tafimafa,"$4,646.70"
5890,8.63084E+15,Ukevoafa,"$3,804.84"
5891,404666261176320,Egunusa,"$4,054.10"
5892,128173155024896,Orcomje,"$9,910.16"
5893,8.09121E+15,Opemisis,$963.66
5894,5.19896E+15,Evsajsok,"$1,165.63"
5895,6005184259948544,Iritasug,"$4,390.05"
5896,7.61302E+15,Pazhocdoj,"$5,116.28"
5897,6252546335178752,Ampova,"$9,630.35"
5898,847813420253184,Herodvo,"$7,865.44"
5899,1.80323E+15,Debijjok,"$2,333.25"
5900,2499883143528448,Nulaka,"$9,610.66"
5901,8982953587638272,Lujmake,"$5,956.36"
5902,1310831037906944,Kirvuaco,"$7,278.38"
5903,6593686617980928,Odagooca,$835.53
5904,2630557529800704,Vefodur,"$3,445.99"
5905,3.05044E+15,Mahjumi,"$5,200.73"
5906,6836080546414592,Nojaufe,"$9,770.17"
5907,8.33018E+15,Lopemezu,"$3,527.97"
5908,3113118720851968,Azadorsa,"$7,571.13"
5909,2078439056080896,Ricjiscif,"$4,833.32"
5910,1138225393434624,Tigejmi,"$5,160.00"
5911,53183082659840,Ujinonu,"$1,462.14"
5912,5.29082E+15,Meikbup,"$3,205.72"
5913,3717930137157632,Vevgafba,"$7,394.06"
5914,888886228156416,Napuriwa,"$2,085.56"
5915,8826876248195072,Roelamuj,"$8,362.73"
5916,1927650599763968,Vufois,"$6,600.43"
5917,515240288583680,Ogolece,"$5,995.81"
5918,5561934858420224,Vedluvup,"$1,507.15"
5919,1468380498362368,Bepaztiv,"$6,154.24"
5920,701040296984576,Casujkup,"$8,365.13"
5921,39183221522432,Dorikzuc,"$6,568.08"
5922,5498659168845824,Zumelta,"$3,770.94"
5923,39772619800576,Vojaja,$685.70
5924,3838403384705024,Hegkinuna,"$4,504.30"
5925,3128561019912192,Dilozag,"$1,147.97"
5926,7362814729519104,Negagefo,"$9,330.41"
5927,1.99865E+15,Ubobbej,"$6,045.29"
5928,5038347800018944,Ewuiktus,"$9,689.04"
5929,4462597927600128,Dofcodo,"$5,426.40"
5930,7918499087253504,Nuriggem,"$7,123.38"
5931,6288609424441344,Wewefwuj,"$2,430.68"
5932,2379978549231616,Opokuda,"$9,074.95"
5933,7432218750222336,Gebovja,"$9,170.79"
5934,3566696690352128,Jezmihem,"$4,535.83"
5935,4287062517743616,Juceime,"$7,131.61"
5936,2.5565E+15,Kowtausa,"$2,483.92"
5937,6876001065762816,Mashauso,"$6,682.28"
5938,8272638340235264,Kohigfa,"$3,414.95"
5939,2592851135299584,Zettetez,$956.81
5940,3110877741973504,Wetarovid,"$2,909.82"
5941,1867305004826624,Cavroahu,"$5,315.38"
5942,195012048453632,Paphinij,"$2,142.00"
5943,4.23858E+15,Uzhujwit,"$6,797.84"
5944,7474627940974592,Foveaz,"$9,291.90"
5945,405866255745024,Lucvebez,"$7,858.87"
5946,8477768863973376,Cufiltuf,"$8,785.93"
5947,7601350170902528,Lidovges,$719.68
5948,3290399229607936,Ewevomir,"$5,689.28"
5949,1194383699345408,Wipefca,"$9,025.28"
5950,3.37092E+15,Voohuh,"$3,844.81"
5951,6744884178321408,Papzeti,"$2,701.14"
5952,812485659590656,Aloteta,"$6,398.32"
5953,4555573536227328,Zuijeji,"$2,427.56"
5954,7971589456920576,Ciwjinro,"$9,313.85"
5955,8744478519066624,Ergergil,$555.73
5956,6024947453394944,Kofewar,"$4,858.99"
5957,5551309753155584,Ighupgu,"$7,021.08"
5958,8.92726E+15,Othosun,$907.94
5959,3.08402E+15,Ejelooji,"$6,507.24"
5960,8893742985510912,Hawwohup,"$1,354.07"
5961,1693775034318848,Ohivekdus,"$6,516.53"
5962,5836440330043392,Iclijewu,"$5,414.13"
5963,2987943287324672,Divenaugo,"$7,036.54"
5964,2.98267E+15,Igcowa,"$9,181.74"
5965,1900958263017472,Uthujow,"$9,946.22"
5966,4399871528271872,Diditoc,"$4,832.63"
5967,3529844948205568,Kogesra,"$8,778.97"
5968,5.91289E+15,Tamuho,"$2,155.80"
5969,258013724147712,Jamlowlik,"$5,442.13"
5970,304272231104512,Selujo,"$7,436.94"
5971,5228741055741952,Uhalakak,"$8,135.53"
5972,7929929161244672,Bevudevug,"$7,347.54"
5973,1.51016E+15,Harkavek,"$1,098.89"
5974,3869189576065024,Gaireb,"$8,279.50"
5975,4231892563918848,Arezijeg,"$7,510.25"
5976,770001195761664,Fosziuw,"$9,625.80"
5977,4811266627469312,Dumufve,"$2,167.59"
5978,6079527071514624,Vetsawutu,"$1,414.43"
5979,1.10598E+15,Ovumiwic,"$1,428.09"
5980,6.52967E+15,Zalvibvo,"$5,216.71"
5981,6.9891E+15,Ahobeh,"$6,017.62"
5982,6568028986671104,Hatoham,"$4,826.99"
5983,3.23926E+15,Wimeroh,"$3,767.14"
5984,5646210591358976,Ilokiwe,"$4,225.16"
5985,7616226043887616,Morafel,$215.66
5986,4969035047370752,Sivzuav,"$1,427.67"
5987,5767766392963072,Arwihe,"$5,481.36"
5988,5341176873877504,Bolevra,"$4,387.54"
5989,3991277276233728,Bekbere,"$2,409.45"
5990,6050550994960384,Mebewke,"$3,452.83"
5991,526485284716544,Punureco,"$9,674.31"
5992,3073261965410304,Gerijmup,"$8,532.83"
5993,503824718495744,Ujugasof,"$1,172.25"
5994,8594996888338432,Otvahwul,"$4,192.08"
5995,4784720348971008,Neawera,"$1,250.28"
5996,1640573777739776,Etegenco,"$1,515.73"
5997,8.5736E+15,Bifjokir,"$4,013.93"
5998,6193014439411712,Jefivipe,"$7,194.44"
5999,3462178661203968,Woolasur,$960.66
6000,7736051942555648,Bewpouve,"$2,176.36"
6001,3415110347390976,Ribidfan,"$2,879.71"
6002,3.94034E+15,Vedemo,$661.01
6003,6702353881235456,Tizaune,"$8,378.58"
6004,3030577708007424,Rankoada,"$6,921.35"
6005,4.40345E+15,Senoni,"$9,569.50"
6006,5.40461E+15,Tofwuas,"$9,794.09"
6007,7920659818610688,Acuhepran,"$5,433.73"
6008,188584946565120,Jeukiti,"$3,244.70"
6009,4098664052031488,Mesmulco,"$4,444.64"
6010,2936259074850816,Nupdadi,"$8,240.72"
6011,1.80849E+15,Cirwifup,"$1,498.88"
6012,3311776466731008,Pehowri,$399.50
6013,372503339859968,Birezmib,"$1,105.40"
6014,8.89039E+15,Cosumvo,"$4,846.56"
6015,7.29421E+15,Zicdihvow,"$1,019.81"
6016,2359601615863808,Wovagal,"$7,410.66"
6017,6709917597564928,Tokivo,"$3,577.65"
